"","ensembl_gene_id","res","Identifier"
"543","ENSG00000179933","Upregulated","NM_017924"
"544","ENSG00000063601","Downregulated","NM_001306144"
"545","ENSG00000136169","Downregulated","NM_001160308"
"546","ENSG00000148450","Upregulated","NM_012228"
"547","ENSG00000132334","Downregulated","NM_001316676"
"548","ENSG00000139116","Upregulated","NM_001173463"
"549","ENSG00000001631","Downregulated","NM_001013406"
"550","ENSG00000015475","Upregulated","NM_001196"
"551","ENSG00000008988","Upregulated","NM_001023"
"552","ENSG00000243678","Upregulated","NM_001018137"
"553","ENSG00000090061","Downregulated","NM_001099402"
"554","ENSG00000119333","Upregulated","NM_052844"
"555","ENSG00000198964","Downregulated","NM_147156"
"556","ENSG00000145819","Upregulated","NM_001135608"
"557","ENSG00000137936","Upregulated","NM_001261408"
"558","ENSG00000100138","Upregulated","NM_001003796"
"559","ENSG00000261796","Downregulated","NM_001204890"
"560","ENSG00000161016","Upregulated","NM_000973"
"561","ENSG00000234920","Upregulated","NM_001204078"
"562","ENSG00000115904","Downregulated","NM_001382394"
"563","ENSG00000188001","Upregulated","NM_198485"
"564","ENSG00000115977","Downregulated","NM_001371575"
"565","ENSG00000149743","Upregulated","NM_001033678"
"566","ENSG00000169599","Upregulated","NM_001002755"
"567","ENSG00000081181","Upregulated","NM_001172"
"568","ENSG00000139746","Downregulated","NM_001286631"
"569","ENSG00000130592","Upregulated","NM_001013253"
"570","ENSG00000182732","Upregulated","NM_001204416"
"571","ENSG00000205765","Downregulated","NM_175921"
"572","ENSG00000125484","Downregulated","NM_012204"
"573","ENSG00000164885","Upregulated","NM_001164410"
"574","ENSG00000075914","Upregulated","NM_015004"
"575","ENSG00000080603","Downregulated","NM_006662"
"576","ENSG00000188786","Downregulated","NM_005955"
"577","ENSG00000163923","Upregulated","NM_052969"
"578","ENSG00000103472","Downregulated","NR_003369"
"579","ENSG00000107960","Upregulated","NM_024928"
"580","ENSG00000228463","Upregulated","NR_182074"
"581","ENSG00000151948","Upregulated","NM_001366886"
"582","ENSG00000170234","Downregulated","NM_001130864"
"583","ENSG00000242114","Upregulated","NM_001003704"
"584","ENSG00000143774","Upregulated","NM_000858"
"585","ENSG00000183621","Upregulated","NM_001143766"
"586","ENSG00000197283","Downregulated","NM_001130066"
"587","ENSG00000143061","Upregulated","NM_001007237"
"588","ENSG00000108984","Downregulated","NM_001330450"
"589","ENSG00000260456","Upregulated","NM_001195124"
"590","ENSG00000180822","Upregulated","NM_001128591"
"591","ENSG00000168813","Downregulated","NM_001136156"
"592","ENSG00000136709","Downregulated","NM_001006622"
"593","ENSG00000059758","Downregulated","NM_001170464"
"594","ENSG00000282954","Upregulated","NM_024907"
"595","ENSG00000105928","Upregulated","NM_001127453"
"596","ENSG00000143494","Upregulated","NM_001136474"
"597","ENSG00000130332","Upregulated","NM_016199"
"598","ENSG00000197081","Downregulated","NM_000876"
"599","ENSG00000172345","Upregulated","NM_030574"
"600","ENSG00000112304","Upregulated","NM_001160094"
"601","ENSG00000105771","Upregulated","NM_019108"
"602","ENSG00000117411","Upregulated","NM_001005417"
"603","ENSG00000164465","Upregulated","NM_001366458"
"604","ENSG00000134313","Downregulated","NM_001348729"
"605","ENSG00000138061","Upregulated","NM_000104"
"606","ENSG00000159164","Upregulated","NM_001278719"
"607","ENSG00000157680","Upregulated","NM_001321708"
"608","ENSG00000105583","Upregulated","NM_016145"
"609","ENSG00000126746","Downregulated","NM_001039916"
"610","ENSG00000198887","Downregulated","NM_015110"
"611","ENSG00000158042","Upregulated","NM_022061"
"612","ENSG00000137628","Downregulated","NM_001410861"
"613","ENSG00000105185","Upregulated","NM_004708"
"614","ENSG00000164405","Upregulated","NM_014402"
"615","ENSG00000183137","Upregulated","NM_001083535"
"616","ENSG00000205629","Upregulated","NM_001032391"
"617","ENSG00000110921","Upregulated","NM_000431"
"618","ENSG00000175906","Upregulated","NM_001661"
"619","ENSG00000179399","Upregulated","NM_004466"
"620","ENSG00000147123","Upregulated","NM_001135998"
"621","ENSG00000170873","Downregulated","NM_001282971"
"622","ENSG00000112394","Upregulated","NM_018593"
"623","ENSG00000242612","Upregulated","NM_020664"
"624","ENSG00000282986","Upregulated","NM_001300992"
"625","ENSG00000188906","Downregulated","NM_198578"
"626","ENSG00000133612","Upregulated","NM_001042535"
"627","ENSG00000196329","Upregulated","NM_018384"
"628","ENSG00000106302","Upregulated","NM_012269"
"629","ENSG00000143314","Upregulated","NM_024540"
"630","ENSG00000142875","Downregulated","NM_001242857"
"631","ENSG00000135314","Upregulated","NM_001251874"
"632","ENSG00000198258","Upregulated","NM_001048241"
"633","ENSG00000198242","Upregulated","NM_000984"
"634","ENSG00000107099","Downregulated","NM_001190458"
"635","ENSG00000138835","Upregulated","NM_001276260"
"636","ENSG00000119541","Downregulated","NM_004869"
"637","ENSG00000276880","Upregulated","NM_145249"
"638","ENSG00000050438","Upregulated","NM_001039960"
"639","ENSG00000142541","Upregulated","NM_001270491"
"640","ENSG00000103034","Upregulated","NM_001130487"
"641","ENSG00000105193","Upregulated","NM_001020"
"642","ENSG00000276701","Upregulated","NM_002415"
"643","ENSG00000129933","Downregulated","NM_015329"
"644","ENSG00000145741","Upregulated","NM_001037637"
"645","ENSG00000140988","Upregulated","NM_002952"
"646","ENSG00000140563","Downregulated","NM_001159643"
"647","ENSG00000072803","Downregulated","NM_001378974"
"648","ENSG00000136874","Downregulated","NM_017919"
"649","ENSG00000177854","Upregulated","NM_003492"
"650","ENSG00000025800","Downregulated","NM_012316"
"651","ENSG00000163541","Upregulated","NM_003849"
"652","ENSG00000147164","Downregulated","NM_001256185"
"653","ENSG00000275290","Upregulated","NM_001130917"
"654","ENSG00000097021","Upregulated","NM_007274"
"655","ENSG00000094631","Downregulated","NM_001321225"
"656","ENSG00000147813","Upregulated","NM_001286829"
"657","ENSG00000235844","Upregulated","NM_001242524"
"658","ENSG00000085982","Upregulated","NM_001365479"
"659","ENSG00000223551","Upregulated","NM_182794"
"660","ENSG00000036054","Downregulated","NM_001199198"
"661","ENSG00000102858","Downregulated","NM_001142289"
"662","ENSG00000185043","Upregulated","NM_001277764"
"663","ENSG00000163728","Downregulated","NM_001042601"
"664","ENSG00000064932","Downregulated","NM_001100122"
"665","ENSG00000125611","Upregulated","NM_001304353"
"666","ENSG00000186566","Downregulated","NM_001002909"
"667","ENSG00000242550","Upregulated","NM_005024"
"668","ENSG00000111863","Upregulated","NM_001143948"
"669","ENSG00000130520","Upregulated","NM_001252129"
"670","ENSG00000140262","Downregulated","NM_001306219"
"671","ENSG00000101247","Upregulated","NM_001039375"
"672","ENSG00000140943","Downregulated","NM_003791"
"673","ENSG00000224470","Downregulated","NM_001137675"
"674","ENSG00000185745","Downregulated","NM_001270927"
"675","ENSG00000111678","Upregulated","NM_001301834"
"676","ENSG00000163794","Upregulated","NM_003353"
"677","ENSG00000128309","Upregulated","NM_001013436"
"678","ENSG00000147133","Downregulated","NM_001286074"
"679","ENSG00000135749","Downregulated","NM_001328607"
"680","ENSG00000171234","Upregulated","NM_001074"
"681","ENSG00000166444","Upregulated","NM_001376495"
"682","ENSG00000258315","Upregulated","NM_001142798"
"683","ENSG00000063177","Upregulated","NM_000979"
"684","ENSG00000182141","Downregulated","NM_001297560"
"685","ENSG00000067900","Downregulated","NM_005406"
"686","ENSG00000159023","Upregulated","NM_001166005"
"687","ENSG00000267855","Upregulated","NM_005001"
"688","ENSG00000165660","Downregulated","NM_032182"
"689","ENSG00000163349","Downregulated","NM_001369806"
"690","ENSG00000204642","Upregulated","NM_001098478"
"691","ENSG00000106853","Upregulated","NM_001146108"
"692","ENSG00000119977","Downregulated","NM_001143973"
"693","ENSG00000142168","Upregulated","NM_000454"
"694","ENSG00000231945","Upregulated","NM_006295"
"695","ENSG00000163681","Downregulated","NM_001304420"
"696","ENSG00000119917","Downregulated","NM_001031683"
"697","ENSG00000150093","Downregulated","NM_002211"
"698","ENSG00000116670","Upregulated","NM_001127325"
"699","ENSG00000103512","Upregulated","NM_014287"
"700","ENSG00000198286","Downregulated","NM_001324281"
"701","ENSG00000089009","Upregulated","NM_000970"
"702","ENSG00000116711","Upregulated","NM_001311193"
"703","ENSG00000121410","Upregulated","NM_130786"
"704","ENSG00000137100","Upregulated","NM_001281425"
"705","ENSG00000117906","Upregulated","NM_001271837"
"706","ENSG00000082458","Downregulated","NM_001166278"
"707","ENSG00000058272","Downregulated","NM_001143885"
"708","ENSG00000213139","Upregulated","NM_017541"
"709","ENSG00000109171","Downregulated","NM_020846"
"710","ENSG00000270629","Upregulated","NM_001395631"
"711","ENSG00000166860","Downregulated","NM_014830"
"712","ENSG00000170889","Upregulated","NM_001013"
"713","ENSG00000189308","Downregulated","NM_001115007"
"714","ENSG00000100473","Upregulated","NM_001135058"
"715","ENSG00000071073","Upregulated","NM_001160154"
"716","ENSG00000065833","Upregulated","NM_002395"
"717","ENSG00000182473","Downregulated","NM_001013839"
"718","ENSG00000277222","Downregulated","NM_001002860"
"719","ENSG00000167740","Upregulated","NM_001254755"
"720","ENSG00000275023","Downregulated","NM_005937"
"721","ENSG00000115325","Upregulated","NM_001197260"
"722","ENSG00000120451","Downregulated","NM_001301089"
"723","ENSG00000197885","Upregulated","NM_001377351"
"724","ENSG00000162910","Upregulated","NM_001321284"
"725","ENSG00000160190","Downregulated","NM_001320537"
"726","ENSG00000116586","Upregulated","NM_001145264"
"727","ENSG00000138363","Upregulated","NM_004044"
"728","ENSG00000116691","Upregulated","NM_001025374"
"729","ENSG00000122783","Upregulated","NM_001243749"
"730","ENSG00000076685","Downregulated","NM_001134373"
"731","ENSG00000137274","Upregulated","NM_001302777"
"732","ENSG00000114391","Upregulated","NM_000986"
"733","ENSG00000174547","Upregulated","NM_016050"
"734","ENSG00000168807","Downregulated","NM_006750"
"735","ENSG00000183624","Downregulated","NM_001006109"
"736","ENSG00000099624","Upregulated","NM_001001975"
"737","ENSG00000112667","Upregulated","NM_006443"
"738","ENSG00000060749","Downregulated","NM_001076786"
"739","ENSG00000189233","Downregulated","NM_001010906"
"740","ENSG00000243927","Upregulated","NM_032476"
"741","ENSG00000232112","Upregulated","NM_001329417"
"742","ENSG00000166171","Upregulated","NM_001329742"
"743","ENSG00000104872","Upregulated","NM_017916"
"744","ENSG00000166783","Downregulated","NM_001184998"
"745","ENSG00000129103","Upregulated","NM_001042468"
"746","ENSG00000121060","Downregulated","NM_005082"
"747","ENSG00000126106","Upregulated","NM_001300746"
"748","ENSG00000102890","Upregulated","NM_024712"
"749","ENSG00000172586","Upregulated","NM_203298"
"750","ENSG00000152818","Downregulated","NM_001375323"
"751","ENSG00000134330","Upregulated","NM_001039613"
"752","ENSG00000166949","Downregulated","NM_001145102"
"753","ENSG00000125691","Upregulated","NM_000978"
"754","ENSG00000241863","Upregulated","NM_001199120"
"755","ENSG00000153786","Downregulated","NM_001145548"
"756","ENSG00000172590","Upregulated","NM_001318870"
"757","ENSG00000127838","Upregulated","NM_001077399"
"758","ENSG00000274047","Downregulated","NM_001163544"
"759","ENSG00000197756","Upregulated","NM_000998"
"760","ENSG00000153140","Upregulated","NM_001297765"
"761","ENSG00000136144","Downregulated","NM_001352500"
"762","ENSG00000139168","Upregulated","NM_033114"
"763","ENSG00000171421","Upregulated","NM_032479"
"764","ENSG00000224877","Upregulated","NM_001086521"
"765","ENSG00000132341","Upregulated","NM_001300796"
"766","ENSG00000280858","Upregulated","NM_000972"
"767","ENSG00000101546","Upregulated","NM_001171967"
"768","ENSG00000172943","Downregulated","NM_001184896"
"769","ENSG00000005893","Downregulated","NM_001122606"
"770","ENSG00000124172","Upregulated","NM_006886"
"771","ENSG00000107036","Downregulated","NM_001135920"
"772","ENSG00000156232","Downregulated","NM_001080435"
"773","ENSG00000159459","Downregulated","NM_174916"
"774","ENSG00000089157","Upregulated","NM_001002"
"775","ENSG00000169860","Upregulated","NM_002563"
"776","ENSG00000280663","Downregulated","NM_001104925"
"777","ENSG00000137310","Upregulated","NM_001077511"
"778","ENSG00000117475","Downregulated","NM_001320972"
"779","ENSG00000105383","Upregulated","NM_001082618"
"780","ENSG00000115318","Upregulated","NM_001289164"
"781","ENSG00000164124","Upregulated","NM_018342"
"782","ENSG00000283060","Upregulated","NM_002167"
"783","ENSG00000122386","Upregulated","NM_001042428"
"784","ENSG00000197324","Downregulated","NM_001329226"
"785","ENSG00000205730","Upregulated","NM_001034841"
"786","ENSG00000072858","Downregulated","NM_001308350"
"787","ENSG00000213516","Downregulated","NM_001162536"
"788","ENSG00000115159","Downregulated","NM_000408"
"789","ENSG00000165525","Downregulated","NM_001301732"
"790","ENSG00000171720","Upregulated","NM_001355039"
"791","ENSG00000198876","Downregulated","NM_015397"
"792","ENSG00000154429","Downregulated","NM_001410936"
"793","ENSG00000174953","Downregulated","NM_001114397"
"794","ENSG00000168385","Downregulated","NM_001008491"
"795","ENSG00000105875","Downregulated","NM_001362736"
"796","ENSG00000152484","Downregulated","NM_182488"
"797","ENSG00000162004","Upregulated","NM_001031737"
"798","ENSG00000126803","Upregulated","NM_001387931"
"799","ENSG00000168256","Downregulated","NM_001001349"
"800","ENSG00000105887","Downregulated","NM_145808"
"801","ENSG00000152332","Downregulated","NM_001184763"
"802","ENSG00000241132","Upregulated","NM_021221"
"803","ENSG00000229809","Upregulated","NM_001024683"
"804","ENSG00000155506","Downregulated","NM_001367713"
"805","ENSG00000111452","Upregulated","NM_001330497"
"806","ENSG00000004487","Upregulated","NM_001009999"
"807","ENSG00000108100","Downregulated","NM_001282852"
"808","ENSG00000188343","Upregulated","NM_001283034"
"809","ENSG00000166135","Downregulated","NM_017902"
"810","ENSG00000121966","Upregulated","NM_001008540"
"811","ENSG00000124459","Downregulated","NM_003425"
"812","ENSG00000182196","Upregulated","NM_001002251"
"813","ENSG00000104490","Upregulated","NM_001040624"
"814","ENSG00000139637","Upregulated","NM_021640"
"815","ENSG00000164587","Upregulated","NM_001025070"
"816","ENSG00000142327","Upregulated","NM_018226"
"817","ENSG00000105669","Upregulated","NM_001330469"
"818","ENSG00000136754","Downregulated","NM_001012750"
"819","ENSG00000103253","Upregulated","NM_001290137"
"820","ENSG00000132274","Downregulated","NM_001199573"
"821","ENSG00000112739","Downregulated","NM_003913"
"822","ENSG00000271503","Upregulated","NM_001278736"
"823","ENSG00000183011","Upregulated","NM_001320924"
"824","ENSG00000166888","Downregulated","NM_001178078"
"825","ENSG00000099795","Upregulated","NM_004146"
"826","ENSG00000122218","Downregulated","NM_001098398"
"827","ENSG00000138030","Upregulated","NM_000221"
"828","ENSG00000132356","Downregulated","NM_001355028"
"829","ENSG00000135931","Upregulated","NM_001271466"
"830","ENSG00000253352","Downregulated","NM_001396518"
"831","ENSG00000118596","Downregulated","NM_001270622"
"832","ENSG00000102572","Downregulated","NM_001032296"
"833","ENSG00000114439","Downregulated","NM_001142568"
"834","ENSG00000127311","Downregulated","NM_001370285"
"835","ENSG00000183648","Upregulated","NM_004545"
"836","ENSG00000250479","Upregulated","NM_001301339"
"837","ENSG00000112531","Downregulated","NM_001301085"
"838","ENSG00000166681","Upregulated","NM_001282674"
"839","ENSG00000170545","Upregulated","NM_001031628"
"840","ENSG00000066654","Downregulated","NM_001304550"
"841","ENSG00000147604","Upregulated","NM_000971"
"842","ENSG00000102034","Downregulated","NM_001127197"
"843","ENSG00000139263","Upregulated","NM_001136051"
"844","ENSG00000114127","Downregulated","NM_001042604"
"845","ENSG00000038427","Upregulated","NM_001126336"
"846","ENSG00000083838","Upregulated","NM_001304453"
"847","ENSG00000141577","Upregulated","NM_001009811"
"848","ENSG00000089057","Upregulated","NM_005116"
"849","ENSG00000186376","Downregulated","NM_001185063"
"850","ENSG00000176444","Downregulated","NM_001291"
"851","ENSG00000283056","Upregulated","NM_145252"
"852","ENSG00000130748","Upregulated","NM_017854"
"853","ENSG00000213886","Upregulated","NM_006398"
"854","ENSG00000173156","Upregulated","NM_001300886"
"855","ENSG00000165417","Downregulated","NM_001278940"
"856","ENSG00000173193","Downregulated","NM_017554"
"857","ENSG00000135698","Upregulated","NM_005792"
"858","ENSG00000227500","Downregulated","NM_001329539"
"859","ENSG00000135250","Downregulated","NM_001278273"
"860","ENSG00000178096","Upregulated","NM_001321025"
"861","ENSG00000137478","Downregulated","NM_014824"
"862","ENSG00000247596","Upregulated","NM_007284"
"863","ENSG00000058673","Downregulated","NM_001319238"
"864","ENSG00000218739","Upregulated","NM_001322373"
"865","ENSG00000106591","Upregulated","NM_031903"
"866","ENSG00000164647","Upregulated","NM_012449"
"867","ENSG00000162819","Downregulated","NM_001288579"
"868","ENSG00000100417","Upregulated","NM_002676"
"869","ENSG00000164715","Downregulated","NM_014916"
"870","ENSG00000126756","Upregulated","NM_004182"
"871","ENSG00000111670","Downregulated","NM_024312"
"872","ENSG00000145349","Downregulated","NM_001221"
"873","ENSG00000100532","Upregulated","NM_006568"
"874","ENSG00000198937","Upregulated","NM_138493"
"875","ENSG00000204822","Upregulated","NM_053050"
"876","ENSG00000105339","Upregulated","NM_001352890"
"877","ENSG00000164038","Downregulated","NM_001300754"
"878","ENSG00000171100","Downregulated","NM_000252"
"879","ENSG00000135617","Upregulated","NM_032319"
"880","ENSG00000228789","Upregulated","NM_001348249"
"881","ENSG00000139998","Upregulated","NM_001308154"
"882","ENSG00000042753","Upregulated","NM_001301076"
"883","ENSG00000184515","Upregulated","NM_001012978"
"884","ENSG00000134982","Downregulated","NM_000038"
"885","ENSG00000141867","Downregulated","NM_001330384"
"886","ENSG00000137818","Upregulated","NM_001003"
"887","ENSG00000153936","Downregulated","NM_001134492"
"888","ENSG00000131023","Downregulated","NM_001270519"
"889","ENSG00000166337","Upregulated","NM_006284"
"890","ENSG00000172366","Upregulated","NM_001331229"
"891","ENSG00000106588","Upregulated","NM_002787"
"892","ENSG00000170802","Downregulated","NM_001375442"
"893","ENSG00000105127","Downregulated","NM_005858"
"894","ENSG00000179195","Downregulated","NM_001204298"
"895","ENSG00000185019","Upregulated","NM_001267584"
"896","ENSG00000143947","Upregulated","NM_001135592"
"897","ENSG00000198825","Upregulated","NM_001243194"
"898","ENSG00000095380","Upregulated","NM_018946"
"899","ENSG00000167526","Upregulated","NM_000977"
"900","ENSG00000116096","Upregulated","NM_003124"
"901","ENSG00000105221","Downregulated","NM_001243027"
"902","ENSG00000187796","Upregulated","NM_022352"
"903","ENSG00000184588","Downregulated","NM_001037339"
"904","ENSG00000151967","Upregulated","NM_001197107"
"905","ENSG00000136051","Downregulated","NM_001293640"
"906","ENSG00000076108","Downregulated","NM_001300905"
"907","ENSG00000187699","Upregulated","NM_001042519"
"908","ENSG00000166266","Downregulated","NM_003478"
"909","ENSG00000177045","Upregulated","NM_175875"
"910","ENSG00000185591","Downregulated","NM_001251825"
"911","ENSG00000023516","Downregulated","NM_016248"
"912","ENSG00000162961","Upregulated","NM_001321209"
"913","ENSG00000174010","Downregulated","NM_030624"
"914","ENSG00000024048","Downregulated","NM_001184801"
"915","ENSG00000181924","Upregulated","NM_016565"
"916","ENSG00000170113","Downregulated","NM_001142275"
"917","ENSG00000047621","Downregulated","NM_001304811"
"918","ENSG00000134644","Downregulated","NM_001020658"
"919","ENSG00000164823","Downregulated","NM_001126111"
"920","ENSG00000130731","Upregulated","NM_001040160"
"921","ENSG00000233276","Upregulated","NM_000581"
"922","ENSG00000163093","Upregulated","NM_152384"
"923","ENSG00000137073","Downregulated","NM_001282529"
"924","ENSG00000105426","Upregulated","NM_001394011"
"925","ENSG00000004059","Upregulated","NM_001662"
"926","ENSG00000005810","Downregulated","NM_015057"
"927","ENSG00000136021","Downregulated","NM_001317784"
"928","ENSG00000065526","Downregulated","NM_015001"
"929","ENSG00000141756","Upregulated","NM_021939"
"930","ENSG00000103353","Downregulated","NM_019116"
"931","ENSG00000122406","Upregulated","NM_000969"
"932","ENSG00000241343","Upregulated","NM_001199972"
"933","ENSG00000102043","Upregulated","NM_017677"
"934","ENSG00000168028","Upregulated","NM_001304288"
"935","ENSG00000137845","Downregulated","NM_001110"
"936","ENSG00000088682","Upregulated","NM_020312"
"937","ENSG00000147854","Downregulated","NM_152306"
"938","ENSG00000176533","Downregulated","NM_052847"
"939","ENSG00000173660","Upregulated","NM_001297565"
"940","ENSG00000182134","Upregulated","NM_001083963"
"941","ENSG00000156467","Upregulated","NM_001199975"
"942","ENSG00000108518","Upregulated","NM_001375991"
"943","ENSG00000072506","Upregulated","NM_001037811"
"944","ENSG00000088766","Upregulated","NM_001127458"
"945","ENSG00000166987","Downregulated","NM_052897"
"946","ENSG00000083168","Downregulated","NM_001099412"
"947","ENSG00000198642","Downregulated","NM_001040713"
"948","ENSG00000054148","Upregulated","NM_001135860"
"949","ENSG00000282228","Upregulated","NM_016069"
"950","ENSG00000169241","Upregulated","NM_001122837"
"951","ENSG00000171222","Upregulated","NM_001385710"
"952","ENSG00000011566","Downregulated","NM_001270425"
"953","ENSG00000008277","Upregulated","NM_001324417"
"954","ENSG00000133106","Downregulated","NM_001002264"
"955","ENSG00000166595","Upregulated","NM_016062"
"956","ENSG00000123411","Downregulated","NM_001351089"
"957","ENSG00000169403","Upregulated","NM_000952"
"958","ENSG00000124201","Downregulated","NM_021035"
"959","ENSG00000128311","Upregulated","NM_001270483"
"960","ENSG00000221823","Downregulated","NM_000945"
"961","ENSG00000066027","Downregulated","NM_001199756"
"962","ENSG00000186660","Downregulated","NM_001197051"
"963","ENSG00000110090","Downregulated","NM_001031847"
"964","ENSG00000100097","Upregulated","NM_002305"
"965","ENSG00000102763","Downregulated","NM_001009814"
"966","ENSG00000263290","Upregulated","NM_005698"
"967","ENSG00000217930","Upregulated","NM_016069"
"968","ENSG00000172301","Upregulated","NM_001330176"
"969","ENSG00000280627","Upregulated","NM_001280787"
"970","ENSG00000168297","Upregulated","NM_001289095"
"971","ENSG00000164168","Downregulated","NM_018241"
"972","ENSG00000140992","Downregulated","NM_001261816"
"973","ENSG00000097007","Downregulated","NM_005157"
"974","ENSG00000138592","Downregulated","NM_001128610"
"975","ENSG00000169371","Upregulated","NM_001042581"
"976","ENSG00000188636","Upregulated","NM_032287"
"977","ENSG00000164031","Downregulated","NM_001031723"
"978","ENSG00000178057","Upregulated","NM_199069"
"979","ENSG00000282853","Upregulated","NM_001398"
"980","ENSG00000182180","Upregulated","NM_001410935"
"981","ENSG00000167862","Upregulated","NM_001303265"
"982","ENSG00000084093","Downregulated","NM_001193508"
"983","ENSG00000205339","Downregulated","NM_006391"
"984","ENSG00000171530","Upregulated","NM_001297738"
"985","ENSG00000172663","Upregulated","NM_001078650"
"986","ENSG00000161920","Upregulated","NM_001001683"
"987","ENSG00000168090","Upregulated","NM_006833"
"988","ENSG00000146872","Downregulated","NM_001112707"
"989","ENSG00000106415","Downregulated","NM_138426"
"990","ENSG00000113558","Upregulated","NM_006930"
"991","ENSG00000126453","Upregulated","NM_001040668"
"992","ENSG00000178163","Downregulated","NM_001375816"
"993","ENSG00000103194","Downregulated","NM_001272075"
"994","ENSG00000180747","Downregulated","NR_027155"
"995","ENSG00000196544","Upregulated","NM_017622"
"996","ENSG00000007129","Upregulated","NM_001098506"
"997","ENSG00000070501","Upregulated","NM_002690"
"998","ENSG00000205593","Upregulated","NM_001001794"
"999","ENSG00000135999","Downregulated","NM_015630"
"1000","ENSG00000163877","Downregulated","NM_024700"
"1001","ENSG00000176946","Upregulated","NM_001164356"
"1002","ENSG00000112893","Downregulated","NM_002372"
"1003","ENSG00000049656","Upregulated","NM_030782"
"1004","ENSG00000109775","Upregulated","NM_018359"
"1005","ENSG00000117419","Upregulated","NM_001301698"
"1006","ENSG00000124222","Downregulated","NM_001001433"
"1007","ENSG00000177189","Downregulated","NM_004586"
"1008","ENSG00000115966","Downregulated","NM_001256090"
"1009","ENSG00000069956","Downregulated","NM_002748"
"1010","ENSG00000258790","Downregulated","NM_001256678"
"1011","ENSG00000141391","Upregulated","NM_001142405"
"1012","ENSG00000125656","Upregulated","NM_006012"
"1013","ENSG00000212907","Downregulated","YP_003024034"
"1014","ENSG00000163660","Downregulated","NM_001308185"
"1015","ENSG00000240184","Upregulated","NM_002588"
"1016","ENSG00000198721","Upregulated","NM_001166010"
"1017","ENSG00000146676","Downregulated","NM_033224"
"1018","ENSG00000276061","Upregulated","NM_004542"
"1019","ENSG00000169738","Upregulated","NM_001195218"
"1020","ENSG00000135838","Upregulated","NM_001200050"
"1021","ENSG00000122126","Downregulated","NM_000276"
"1022","ENSG00000165283","Upregulated","NM_001287031"
"1023","ENSG00000149476","Upregulated","NM_001351976"
"1024","ENSG00000198353","Upregulated","NM_014620"
"1025","ENSG00000213977","Upregulated","NM_001204698"
"1026","ENSG00000125652","Upregulated","NM_032306"
"1027","ENSG00000176261","Upregulated","NM_001308135"
"1028","ENSG00000238134","Upregulated","NM_001289413"
"1029","ENSG00000148950","Upregulated","NM_001304274"
"1030","ENSG00000151388","Upregulated","NM_001324511"
"1031","ENSG00000166452","Upregulated","NM_001206645"
"1032","ENSG00000134440","Downregulated","NM_004539"
"1033","ENSG00000121858","Downregulated","NM_001190942"
"1034","ENSG00000127483","Downregulated","NM_001372052"
"1035","ENSG00000120798","Upregulated","NM_001032287"
"1036","ENSG00000167792","Upregulated","NM_001166102"
"1037","ENSG00000054118","Downregulated","NM_001321471"
"1038","ENSG00000143569","Downregulated","NM_001127320"
"1039","ENSG00000139826","Downregulated","NM_032859"
"1040","ENSG00000154079","Upregulated","NM_145267"
"1041","ENSG00000135597","Upregulated","NM_001128617"
"1042","ENSG00000275074","Upregulated","NM_024815"
"1043","ENSG00000082258","Downregulated","NM_001241"
"1044","ENSG00000152291","Downregulated","NM_001206840"
"1045","ENSG00000133250","Upregulated","NM_001146175"
"1046","ENSG00000280548","Upregulated","NM_001436"
"1047","ENSG00000156411","Upregulated","NM_001127393"
"1048","ENSG00000185760","Downregulated","NM_001160130"
"1049","ENSG00000166747","Downregulated","NM_001030007"
"1050","ENSG00000115282","Downregulated","NM_001376129"
"1051","ENSG00000111642","Downregulated","NM_001273"
"1052","ENSG00000204922","Upregulated","NM_001085372"
"1053","ENSG00000182054","Upregulated","NM_001289910"
"1054","ENSG00000061676","Downregulated","NM_013436"
"1055","ENSG00000173436","Upregulated","NM_001032363"
"1056","ENSG00000164111","Upregulated","NM_001154"
"1057","ENSG00000179262","Upregulated","NM_001270362"
"1058","ENSG00000236287","Downregulated","NM_001143667"
"1059","ENSG00000166971","Upregulated","NM_001012398"
"1060","ENSG00000130638","Upregulated","NM_001167621"
"1061","ENSG00000138593","Downregulated","NM_001193489"
"1062","ENSG00000149292","Upregulated","NM_001318533"
"1063","ENSG00000117010","Upregulated","NM_152373"
"1064","ENSG00000173171","Upregulated","NM_002455"
"1065","ENSG00000119326","Upregulated","NM_001286974"
"1066","ENSG00000149761","Upregulated","NM_001128612"
"1067","ENSG00000110200","Upregulated","NM_001278485"
"1068","ENSG00000188313","Downregulated","NM_001363872"
"1069","ENSG00000184076","Upregulated","NM_001003684"
"1070","ENSG00000083520","Downregulated","NM_001128226"
"1071","ENSG00000102531","Downregulated","NM_001079673"
"1072","ENSG00000235754","Upregulated","NM_001256169"
"1073","ENSG00000198466","Downregulated","NM_001204817"
"1074","ENSG00000241127","Upregulated","NM_001282446"
"1075","ENSG00000119640","Upregulated","NM_001107"
"1076","ENSG00000172009","Upregulated","NM_003249"
"1077","ENSG00000107779","Downregulated","NM_001406559"
"1078","ENSG00000143337","Downregulated","NM_001267578"
"1079","ENSG00000087095","Downregulated","NM_016231"
"1080","ENSG00000185442","Upregulated","NM_207446"
"1081","ENSG00000198728","Downregulated","NM_001113407"
"1082","ENSG00000205643","Upregulated","NM_001008917"
"1083","ENSG00000198754","Upregulated","NM_022120"
"1084","ENSG00000106605","Upregulated","NM_000712"
