"","ensembl_gene_id","res","Identifier"
"542","ENSG00000103522","Upregulated","NM_021798"
"543","ENSG00000185418","Downregulated","NM_152334"
"544","ENSG00000135900","Downregulated","NM_022915"
"545","ENSG00000183624","Downregulated","NM_001006109"
"546","ENSG00000143494","Upregulated","NM_001136474"
"547","ENSG00000163900","Upregulated","NM_080652"
"548","ENSG00000143297","Downregulated","NM_001195388"
"549","ENSG00000197128","Upregulated","NM_001024596"
"550","ENSG00000124596","Downregulated","NM_001329684"
"551","ENSG00000171262","Upregulated","NM_001042429"
"552","ENSG00000166887","Upregulated","NM_001301138"
"553","ENSG00000159873","Downregulated","NM_001284263"
"554","ENSG00000178913","Upregulated","NM_005642"
"555","ENSG00000105438","Downregulated","NM_006801"
"556","ENSG00000158286","Upregulated","NM_173795"
"557","ENSG00000130520","Downregulated","NM_001252129"
"558","ENSG00000118292","Upregulated","NM_001301039"
"559","ENSG00000224103","Upregulated","NM_001242524"
"560","ENSG00000183486","Downregulated","NM_002463"
"561","ENSG00000148334","Upregulated","NM_001256335"
"562","ENSG00000114480","Upregulated","NM_000158"
"563","ENSG00000100767","Upregulated","NM_001365906"
"564","ENSG00000122779","Downregulated","NM_003852"
"565","ENSG00000224398","Upregulated","NM_001282385"
"566","ENSG00000168522","Downregulated","NM_001018676"
"567","ENSG00000171310","Downregulated","NM_001173982"
"568","ENSG00000137965","Downregulated","NM_006417"
"569","ENSG00000164830","Downregulated","NM_001198532"
"570","ENSG00000105369","Downregulated","NM_001783"
"571","ENSG00000226916","Upregulated","NM_001164267"
"572","ENSG00000257473","Downregulated","NM_002122"
"573","ENSG00000134326","Downregulated","NM_001256477"
"574","ENSG00000177409","Downregulated","NM_001303496"
"575","ENSG00000169193","Upregulated","NM_138771"
"576","ENSG00000173207","Downregulated","NM_001826"
"577","ENSG00000086730","Upregulated","NM_014146"
"578","ENSG00000122965","Upregulated","NM_001146698"
"579","ENSG00000138794","Downregulated","NM_001226"
"580","ENSG00000221955","Upregulated","NM_001195483"
"581","ENSG00000148700","Downregulated","NM_001121"
"582","ENSG00000154265","Upregulated","NM_018672"
"583","ENSG00000113369","Downregulated","NM_001329670"
"584","ENSG00000139117","Upregulated","NM_153634"
"585","ENSG00000176749","Upregulated","NM_003885"
"586","ENSG00000165389","Downregulated","NM_138288"
"587","ENSG00000236490","Upregulated","NM_001410875"
"588","ENSG00000000938","Upregulated","NM_001042729"
"589","ENSG00000036257","Downregulated","NM_001257197"
"590","ENSG00000134996","Downregulated","NM_012383"
"591","ENSG00000276230","Upregulated","NM_002939"
"592","ENSG00000064995","Downregulated","NM_001270488"
"593","ENSG00000005059","Downregulated","NM_017918"
"594","ENSG00000172667","Upregulated","NM_001375824"
"595","ENSG00000135821","Upregulated","NM_001033044"
"596","ENSG00000129810","Downregulated","NM_001012409"
"597","ENSG00000162402","Upregulated","NM_015306"
"598","ENSG00000100209","Downregulated","NM_001318314"
"599","ENSG00000188822","Upregulated","NM_001841"
"600","ENSG00000185862","Downregulated","NM_006495"
"601","ENSG00000153066","Downregulated","NM_001303447"
"602","ENSG00000272602","Upregulated","NM_001286052"
"603","ENSG00000273749","Upregulated","NM_001033028"
"604","ENSG00000184007","Upregulated","NM_001195100"
"605","ENSG00000141026","Upregulated","NM_018019"
"606","ENSG00000204160","Upregulated","NM_032283"
"607","ENSG00000051620","Upregulated","NM_001326380"
"608","ENSG00000243811","Downregulated","NM_001363781"
"609","ENSG00000009844","Downregulated","NM_001286371"
"610","ENSG00000132294","Downregulated","NM_001323553"
"611","ENSG00000145287","Downregulated","NM_001130715"
"612","ENSG00000223705","Upregulated","NM_001039575"
"613","ENSG00000168002","Downregulated","NM_002696"
"614","ENSG00000138796","Downregulated","NM_001184705"
"615","ENSG00000196954","Downregulated","NM_001225"
"616","ENSG00000266967","Upregulated","NM_001261434"
"617","ENSG00000281614","Upregulated","NM_001017915"
"618","ENSG00000160294","Upregulated","NM_003906"
"619","ENSG00000166002","Upregulated","NM_020179"
"620","ENSG00000002586","Downregulated","NM_001122898"
"621","ENSG00000151575","Upregulated","NM_001286449"
"622","ENSG00000110958","Downregulated","NM_001282601"
"623","ENSG00000134419","Upregulated","NM_001019"
"624","ENSG00000137955","Upregulated","NM_004582"
"625","ENSG00000110955","Upregulated","NM_001686"
