"","ensembl_gene_id","res","Identifier"
"3135","ENSG00000170677","NotSig","NM_004232"
"3136","ENSG00000156467","NotSig","NM_001199975"
"3137","ENSG00000154928","NotSig","NM_004441"
"3138","ENSG00000113742","NotSig","NM_001308189"
"3139","ENSG00000109667","NotSig","NM_001001290"
"3140","ENSG00000090554","NotSig","NM_001204502"
"3141","ENSG00000283070","NotSig","NM_178453"
"3142","ENSG00000170425","NotSig","NM_000676"
"3143","ENSG00000120137","NotSig","NM_024594"
"3144","ENSG00000223766","NotSig","NM_001077497"
"3145","ENSG00000134262","NotSig","NM_001253852"
"3146","ENSG00000100557","NotSig","NM_001283056"
"3147","ENSG00000143248","NotSig","NM_001195303"
"3148","ENSG00000067221","NotSig","NM_001256672"
"3149","ENSG00000235360","NotSig","NM_021184"
"3150","ENSG00000227600","NotSig","NM_001204103"
"3151","ENSG00000180398","NotSig","NM_001171506"
"3152","ENSG00000280807","NotSig","NM_001102610"
"3153","ENSG00000154102","NotSig","NM_206967"
"3154","ENSG00000014164","NotSig","NM_015117"
"3155","ENSG00000151553","NotSig","NM_001135051"
"3156","ENSG00000164296","NotSig","NM_001243253"
"3157","ENSG00000196433","NotSig","NM_001171038"
"3158","ENSG00000188641","NotSig","NM_000110"
"3159","ENSG00000165338","NotSig","NM_001284274"
"3160","ENSG00000149489","NotSig","NM_000327"
"3161","ENSG00000130768","NotSig","NM_001009568"
"3162","ENSG00000242711","NotSig","NM_002800"
"3163","ENSG00000106144","NotSig","NM_001224"
"3164","ENSG00000104218","NotSig","NM_001077204"
"3165","ENSG00000103319","NotSig","NM_013302"
"3166","ENSG00000114544","NotSig","NM_001008485"
"3167","ENSG00000059728","NotSig","NM_001202513"
"3168","ENSG00000010626","NotSig","NM_001135217"
"3169","ENSG00000274810","NotSig","NR_037804"
"3170","ENSG00000156509","NotSig","NM_001029860"
"3171","ENSG00000184470","NotSig","NM_001282512"
"3172","ENSG00000117899","NotSig","NM_015154"
"3173","ENSG00000135953","NotSig","NM_001322080"
"3174","ENSG00000134014","NotSig","NM_001284220"
"3175","ENSG00000079435","NotSig","NM_001416100"
"3176","ENSG00000145979","NotSig","NM_001143964"
"3177","ENSG00000142794","NotSig","NM_001256416"
"3178","ENSG00000143162","NotSig","NM_003851"
"3179","ENSG00000168468","NotSig","NM_001136153"
"3180","ENSG00000181929","NotSig","NM_001206709"
"3181","ENSG00000168452","NotSig","NM_001204103"
"3182","ENSG00000116205","NotSig","NM_153035"
"3183","ENSG00000143951","NotSig","NM_001042692"
"3184","ENSG00000169627","NotSig","NM_001031827"
"3185","ENSG00000197465","NotSig","NM_002102"
"3186","ENSG00000113520","NotSig","NM_000589"
"3187","ENSG00000275740","NotSig","NM_001414499"
"3188","ENSG00000206406","NotSig","NM_001282385"
"3189","ENSG00000198874","NotSig","NM_018264"
"3190","ENSG00000171132","NotSig","NM_005400"
"3191","ENSG00000137403","NotSig","NM_001098478"
"3192","ENSG00000163607","NotSig","NM_001008235"
"3193","ENSG00000224952","NotSig","NM_002586"
"3194","ENSG00000186529","NotSig","NM_000896"
"3195","ENSG00000168890","NotSig","NM_001031738"
"3196","ENSG00000099337","NotSig","NM_004823"
"3197","ENSG00000138604","NotSig","NM_001324091"
"3198","ENSG00000072609","NotSig","NM_001161344"
"3199","ENSG00000103034","NotSig","NM_001130487"
"3200","ENSG00000131873","NotSig","NM_014918"
"3201","ENSG00000163412","NotSig","NM_001134649"
"3202","ENSG00000101911","NotSig","NM_001039091"
"3203","ENSG00000171847","NotSig","NM_001319982"
"3204","ENSG00000115233","NotSig","NM_005805"
"3205","ENSG00000184675","NotSig","NM_152424"
"3206","ENSG00000124422","NotSig","NM_015276"
"3207","ENSG00000263238","NotSig","NM_001334"
"3208","ENSG00000165240","NotSig","NM_000052"
"3209","ENSG00000165886","NotSig","NM_024954"
"3210","ENSG00000167525","NotSig","NM_001304949"
"3211","ENSG00000105677","NotSig","NM_001242597"
"3212","ENSG00000146574","NotSig","NM_198097"
"3213","ENSG00000225824","NotSig","NM_001243961"
"3214","ENSG00000105655","NotSig","NM_001170938"
"3215","ENSG00000109390","NotSig","NM_001184986"
"3216","ENSG00000204165","NotSig","NM_001025265"
"3217","ENSG00000183054","NotSig","NM_001037866"
"3218","ENSG00000147155","NotSig","NM_006579"
"3219","ENSG00000038427","NotSig","NM_001126336"
"3220","ENSG00000213231","NotSig","NM_004918"
"3221","ENSG00000142494","NotSig","NM_018242"
"3222","ENSG00000162645","NotSig","NM_004120"
"3223","ENSG00000135090","NotSig","NM_001346487"
"3224","ENSG00000204590","NotSig","NM_005275"
"3225","ENSG00000100628","NotSig","NM_001202429"
"3226","ENSG00000137251","NotSig","NM_014464"
"3227","ENSG00000248278","NotSig","NR_135674"
"3228","ENSG00000280962","NotSig","NM_030640"
"3229","ENSG00000141086","NotSig","NM_001907"
"3230","ENSG00000141965","NotSig","NM_018708"
"3231","ENSG00000116016","NotSig","NM_001430"
"3232","ENSG00000123485","NotSig","NM_001282962"
"3233","ENSG00000206487","NotSig","NM_001109938"
"3234","ENSG00000274049","NotSig","NR_037849"
"3235","ENSG00000277224","NotSig","NM_003522"
"3236","ENSG00000145014","NotSig","NM_001011655"
"3237","ENSG00000149273","NotSig","NM_001005"
"3238","ENSG00000198246","NotSig","NM_001174098"
"3239","ENSG00000163002","NotSig","NM_001008544"
"3240","ENSG00000132661","NotSig","NM_013248"
"3241","ENSG00000186017","NotSig","NM_001145343"
"3242","ENSG00000102048","NotSig","NM_001031739"
"3243","ENSG00000132842","NotSig","NM_001271769"
"3244","ENSG00000106624","NotSig","NM_001129"
"3245","ENSG00000172725","NotSig","NM_001018070"
"3246","ENSG00000230230","NotSig","NM_001242783"
"3247","ENSG00000125870","NotSig","NM_003092"
"3248","ENSG00000132965","NotSig","NM_001204406"
"3249","ENSG00000196605","NotSig","NM_001077624"
"3250","ENSG00000089060","NotSig","NM_001330466"
"3251","ENSG00000243708","NotSig","NM_001114633"
"3252","ENSG00000054148","NotSig","NM_001135860"
"3253","ENSG00000163374","NotSig","NM_001198899"
"3254","ENSG00000171476","NotSig","NM_001145459"
"3255","ENSG00000164985","NotSig","NM_001128217"
"3256","ENSG00000144061","NotSig","NM_000272"
"3257","ENSG00000206235","NotSig","NM_000544"
"3258","ENSG00000135070","NotSig","NM_030940"
"3259","ENSG00000047315","NotSig","NM_000938"
"3260","ENSG00000234616","NotSig","NM_001077527"
"3261","ENSG00000136158","NotSig","NM_001318536"
"3262","ENSG00000103657","NotSig","NM_003922"
"3263","ENSG00000273820","NotSig","NM_001145073"
"3264","ENSG00000153786","NotSig","NM_001145548"
"3265","ENSG00000165507","NotSig","NM_007021"
"3266","ENSG00000204681","NotSig","NM_001319053"
"3267","ENSG00000116731","NotSig","NM_001007257"
"3268","ENSG00000099985","NotSig","NM_001319108"
"3269","ENSG00000101353","NotSig","NM_152503"
"3270","ENSG00000257108","NotSig","NM_001301159"
"3271","ENSG00000205609","NotSig","NM_001099661"
"3272","ENSG00000089177","NotSig","NM_001199865"
"3273","ENSG00000120756","NotSig","NM_001145319"
"3274","ENSG00000165490","NotSig","NM_001363481"
"3275","ENSG00000214113","NotSig","NM_001164840"
"3276","ENSG00000111684","NotSig","NM_005768"
"3277","ENSG00000182379","NotSig","NM_007224"
"3278","ENSG00000028116","NotSig","NM_001130480"
"3279","ENSG00000267508","NotSig","NM_001291488"
"3280","ENSG00000100485","NotSig","NM_001411020"
"3281","ENSG00000073712","NotSig","NM_001134999"
"3282","ENSG00000182197","NotSig","NM_000127"
"3283","ENSG00000113504","NotSig","NM_006598"
"3284","ENSG00000197863","NotSig","NM_001242800"
"3285","ENSG00000126461","NotSig","NM_021228"
"3286","ENSG00000068383","NotSig","NM_001321042"
"3287","ENSG00000143499","NotSig","NM_020197"
"3288","ENSG00000197147","NotSig","NM_001134476"
"3289","ENSG00000167700","NotSig","NM_138431"
"3290","ENSG00000106346","NotSig","NM_001365764"
"3291","ENSG00000276541","NotSig","NM_023922"
"3292","ENSG00000160219","NotSig","NM_001081573"
"3293","ENSG00000132002","NotSig","NM_001300914"
"3294","ENSG00000076351","NotSig","NM_001242366"
"3295","ENSG00000166446","NotSig","NM_152342"
"3296","ENSG00000165617","NotSig","NM_001079520"
"3297","ENSG00000078674","NotSig","NM_001315507"
"3298","ENSG00000151640","NotSig","NM_006426"
"3299","ENSG00000106804","NotSig","NM_001317163"
"3300","ENSG00000187862","NotSig","NM_001105669"
"3301","ENSG00000104047","NotSig","NM_001144955"
"3302","ENSG00000115317","NotSig","NM_001321727"
"3303","ENSG00000120519","NotSig","NM_001029998"
"3304","ENSG00000154262","NotSig","NM_080284"
"3305","ENSG00000102910","NotSig","NM_001300948"
"3306","ENSG00000164627","NotSig","NM_001289020"
"3307","ENSG00000230708","NotSig","NM_002121"
"3308","ENSG00000155034","NotSig","NM_001321213"
"3309","ENSG00000154229","NotSig","NM_002737"
"3310","ENSG00000153208","NotSig","NM_006343"
"3311","ENSG00000070761","NotSig","NM_013242"
"3312","ENSG00000241258","NotSig","NM_001040647"
"3313","ENSG00000256043","NotSig","NM_001334"
"3314","ENSG00000173744","NotSig","NM_001135187"
"3315","ENSG00000172339","NotSig","NM_001305242"
"3316","ENSG00000157216","NotSig","NM_001009955"
"3317","ENSG00000076043","NotSig","NM_015523"
"3318","ENSG00000183150","NotSig","NM_006143"
"3319","ENSG00000274174","NotSig","NM_001127255"
"3320","ENSG00000141753","NotSig","NM_001552"
"3321","ENSG00000198088","NotSig","NM_017681"
"3322","ENSG00000133773","NotSig","NM_014167"
"3323","ENSG00000156253","NotSig","NM_001320724"
"3324","ENSG00000182541","NotSig","NM_001031801"
"3325","ENSG00000162783","NotSig","NM_016545"
"3326","ENSG00000146242","NotSig","NM_001166392"
"3327","ENSG00000274290","NotSig","NM_003523"
"3328","ENSG00000248487","NotSig","NM_015407"
"3329","ENSG00000171606","NotSig","NM_001278734"
"3330","ENSG00000181873","NotSig","NM_001010867"
"3331","ENSG00000144559","NotSig","NM_001284401"
"3332","ENSG00000131626","NotSig","NM_001378006"
"3333","ENSG00000185811","NotSig","NM_001220765"
"3334","ENSG00000185130","NotSig","NM_003519"
"3335","ENSG00000198719","NotSig","NM_005618"
"3336","ENSG00000186854","NotSig","NM_001080824"
"3337","ENSG00000275713","NotSig","NM_003524"
"3338","ENSG00000139187","NotSig","NM_001329099"
"3339","ENSG00000085563","NotSig","NM_000927"
"3340","ENSG00000108960","NotSig","NM_012329"
"3341","ENSG00000070882","NotSig","NM_015550"
"3342","ENSG00000069998","NotSig","NM_017829"
"3343","ENSG00000053918","NotSig","NM_000218"
"3344","ENSG00000159882","NotSig","NM_006300"
"3345","ENSG00000205336","NotSig","NM_001145770"
"3346","ENSG00000103226","NotSig","NM_001004067"
"3347","ENSG00000262418","NotSig","NM_001267798"
"3348","ENSG00000130956","NotSig","NM_014282"
"3349","ENSG00000170835","NotSig","NM_001807"
"3350","ENSG00000122483","NotSig","NM_001306076"
"3351","ENSG00000198858","NotSig","NM_138774"
"3352","ENSG00000206172","NotSig","NM_000558"
"3353","ENSG00000102755","NotSig","NM_001159920"
"3354","ENSG00000089091","NotSig","NM_001099407"
"3355","ENSG00000166920","NotSig","NM_032413"
"3356","ENSG00000183742","NotSig","NM_182762"
"3357","ENSG00000167207","NotSig","NM_001293557"
"3358","ENSG00000180233","NotSig","NM_147128"
"3359","ENSG00000177225","NotSig","NM_001318818"
"3360","ENSG00000137161","NotSig","NM_001318842"
"3361","ENSG00000157456","NotSig","NM_004701"
"3362","ENSG00000187595","NotSig","NM_001013624"
"3363","ENSG00000113272","NotSig","NM_001317824"
"3364","ENSG00000116663","NotSig","NM_018438"
"3365","ENSG00000111145","NotSig","NM_001303511"
"3366","ENSG00000048140","NotSig","NM_001006616"
"3367","ENSG00000099999","NotSig","NM_001017981"
"3368","ENSG00000105699","NotSig","NM_001260489"
"3369","ENSG00000231179","NotSig","NM_001289160"
"3370","ENSG00000214274","NotSig","NM_001097577"
"3371","ENSG00000239463","NotSig","NM_006120"
"3372","ENSG00000189007","NotSig","NM_001286259"
"3373","ENSG00000196704","NotSig","NM_001033569"
"3374","ENSG00000125355","NotSig","NM_001104544"
"3375","ENSG00000214194","NotSig","NM_001352687"
"3376","ENSG00000137944","NotSig","NM_001008661"
"3377","ENSG00000234794","NotSig","NM_019111"
"3378","ENSG00000165821","NotSig","NM_001291446"
"3379","ENSG00000159496","NotSig","NM_001329424"
"3380","ENSG00000176182","NotSig","NM_001012643"
"3381","ENSG00000157881","NotSig","NM_018216"
"3382","ENSG00000116199","NotSig","NM_001324310"
"3383","ENSG00000259024","NotSig","NM_001204478"
"3384","ENSG00000213366","NotSig","NM_000848"
"3385","ENSG00000227761","NotSig","NM_001098534"
"3386","ENSG00000129667","NotSig","NM_001005498"
"3387","ENSG00000114450","NotSig","NM_021629"
"3388","ENSG00000115738","NotSig","NM_002166"
"3389","ENSG00000040608","NotSig","NM_023004"
"3390","ENSG00000227772","NotSig","NM_001289160"
"3391","ENSG00000115257","NotSig","NM_001395257"
"3392","ENSG00000105808","NotSig","NM_001079877"
"3393","ENSG00000206140","NotSig","NM_001207052"
"3394","ENSG00000236759","NotSig","NM_001289413"
"3395","ENSG00000168405","NotSig","NM_003570"
"3396","ENSG00000091073","NotSig","NM_001102594"
"3397","ENSG00000175066","NotSig","NM_001039547"
"3398","ENSG00000179134","NotSig","NM_001303614"
"3399","ENSG00000134864","NotSig","NM_001195087"
"3400","ENSG00000181588","NotSig","NM_001174118"
"3401","ENSG00000143119","NotSig","NM_000560"
"3402","ENSG00000100483","NotSig","NM_001040662"
"3403","ENSG00000137673","NotSig","NM_002423"
"3404","ENSG00000057294","NotSig","NM_001005242"
"3405","ENSG00000248643","NotSig","NM_001198845"
"3406","ENSG00000198915","NotSig","NM_001282862"
"3407","ENSG00000184602","NotSig","NM_003498"
"3408","ENSG00000120690","NotSig","NM_001145353"
"3409","ENSG00000119125","NotSig","NM_001242505"
"3410","ENSG00000138326","NotSig","NM_001026"
"3411","ENSG00000137338","NotSig","NM_001184743"
"3412","ENSG00000188157","NotSig","NM_001305275"
"3413","ENSG00000177082","NotSig","NM_032856"
"3414","ENSG00000139350","NotSig","NM_001135175"
"3415","ENSG00000178149","NotSig","NM_001009996"
"3416","ENSG00000092964","NotSig","NM_001197293"
"3417","ENSG00000135587","NotSig","NM_003080"
"3418","ENSG00000182195","NotSig","NM_012317"
"3419","ENSG00000227993","NotSig","NM_019111"
"3420","ENSG00000148426","NotSig","NM_153256"
"3421","ENSG00000171735","NotSig","NM_001195563"
"3422","ENSG00000105374","NotSig","NM_001363693"
"3423","ENSG00000145545","NotSig","NM_001047"
"3424","ENSG00000059588","NotSig","NM_005646"
"3425","ENSG00000051009","NotSig","NM_001098794"
"3426","ENSG00000102908","NotSig","NM_001113178"
"3427","ENSG00000003096","NotSig","NM_001168299"
"3428","ENSG00000162129","NotSig","NM_001258392"
"3429","ENSG00000204138","NotSig","NM_001048183"
"3430","ENSG00000168970","NotSig","NM_001198588"
"3431","ENSG00000179010","NotSig","NM_001272053"
"3432","ENSG00000167131","NotSig","NM_001258395"
"3433","ENSG00000138081","NotSig","NM_001190274"
"3434","ENSG00000276482","NotSig","NM_006598"
"3435","ENSG00000143537","NotSig","NM_001261464"
"3436","ENSG00000071626","NotSig","NM_001352033"
"3437","ENSG00000160447","NotSig","NM_001317926"
"3438","ENSG00000009780","NotSig","NM_001143912"
"3439","ENSG00000126970","NotSig","NM_001178032"
"3440","ENSG00000071575","NotSig","NM_021643"
"3441","ENSG00000069702","NotSig","NM_001195683"
"3442","ENSG00000138606","NotSig","NM_001301168"
"3443","ENSG00000140104","NotSig","NM_001364170"
"3444","ENSG00000081692","NotSig","NM_001161465"
"3445","ENSG00000274137","NotSig","NM_003970"
"3446","ENSG00000078177","NotSig","NM_001318359"
"3447","ENSG00000240891","NotSig","NM_001134478"
"3448","ENSG00000173809","NotSig","NM_001015890"
"3449","ENSG00000100055","NotSig","NM_001318024"
"3450","ENSG00000135052","NotSig","NM_001099268"
"3451","ENSG00000138772","NotSig","NM_005139"
"3452","ENSG00000215915","NotSig","NM_001039211"
"3453","ENSG00000236693","NotSig","NM_002121"
"3454","ENSG00000223532","NotSig","NM_005514"
"3455","ENSG00000111206","NotSig","NM_001243088"
"3456","ENSG00000130734","NotSig","NM_001281504"
"3457","ENSG00000225691","NotSig","NM_001243042"
"3458","ENSG00000176422","NotSig","NM_207344"
"3459","ENSG00000162594","NotSig","NM_144701"
"3460","ENSG00000112033","NotSig","NM_001171818"
"3461","ENSG00000278613","NotSig","NM_001346870"
"3462","ENSG00000277775","NotSig","NM_021018"
"3463","ENSG00000105617","NotSig","NM_024316"
"3464","ENSG00000126705","NotSig","NM_001029882"
"3465","ENSG00000168904","NotSig","NM_001284400"
"3466","ENSG00000249437","NotSig","NM_001346870"
"3467","ENSG00000169764","NotSig","NM_001001521"
"3468","ENSG00000120594","NotSig","NM_001282736"
"3469","ENSG00000186815","NotSig","NM_001143819"
"3470","ENSG00000148730","NotSig","NM_004096"
"3471","ENSG00000165188","NotSig","NM_001371234"
"3472","ENSG00000198786","NotSig","YP_003024036"
"3473","ENSG00000232005","NotSig","NM_002586"
"3474","ENSG00000152359","NotSig","NM_001099271"
"3475","ENSG00000198598","NotSig","NM_001411000"
"3476","ENSG00000085465","NotSig","NM_002557"
"3477","ENSG00000141380","NotSig","NM_001007559"
"3478","ENSG00000081665","NotSig","NM_001099269"
"3479","ENSG00000145982","NotSig","NM_001318872"
"3480","ENSG00000260001","NotSig","NM_001195259"
"3481","ENSG00000171757","NotSig","NM_001172779"
"3482","ENSG00000147274","NotSig","NM_001164803"
"3483","ENSG00000165898","NotSig","NM_001272007"
"3484","ENSG00000183172","NotSig","NM_033318"
"3485","ENSG00000156697","NotSig","NM_001166221"
"3486","ENSG00000066379","NotSig","NM_001278785"
"3487","ENSG00000154258","NotSig","NM_080283"
"3488","ENSG00000165312","NotSig","NM_001145373"
"3489","ENSG00000230341","NotSig","NM_001134870"
"3490","ENSG00000187650","NotSig","NM_001017921"
"3491","ENSG00000143549","NotSig","NM_001043351"
"3492","ENSG00000214530","NotSig","NM_006645"
"3493","ENSG00000128789","NotSig","NM_020232"
"3494","ENSG00000204923","NotSig","NM_001024680"
"3495","ENSG00000229676","NotSig","NM_020855"
"3496","ENSG00000177076","NotSig","NM_001010887"
"3497","ENSG00000152457","NotSig","NM_001033855"
"3498","ENSG00000157110","NotSig","NM_001008710"
"3499","ENSG00000188277","NotSig","NM_001130448"
"3500","ENSG00000135929","NotSig","NM_000784"
"3501","ENSG00000213413","NotSig","NM_001387134"
"3502","ENSG00000011052","NotSig","NM_001018136"
"3503","ENSG00000156313","NotSig","NM_000328"
"3504","ENSG00000065308","NotSig","NM_012288"
"3505","ENSG00000274939","NotSig","NM_001001417"
"3506","ENSG00000015532","NotSig","NM_022167"
"3507","ENSG00000160145","NotSig","NM_001024660"
"3508","ENSG00000090020","NotSig","NM_003047"
"3509","ENSG00000147570","NotSig","NM_001349432"
"3510","ENSG00000101849","NotSig","NM_001139466"
"3511","ENSG00000239329","NotSig","NM_002118"
"3512","ENSG00000196684","NotSig","NM_001352265"
"3513","ENSG00000244306","NotSig","NM_001013701"
"3514","ENSG00000254685","NotSig","NM_001199328"
"3515","ENSG00000172927","NotSig","NM_001293291"
"3516","ENSG00000124126","NotSig","NM_020820"
"3517","ENSG00000157240","NotSig","NM_003505"
"3518","ENSG00000258644","NotSig","NM_001202547"
"3519","ENSG00000196440","NotSig","NM_001256155"
"3520","ENSG00000115295","NotSig","NM_001287527"
"3521","ENSG00000178295","NotSig","NM_001130009"
"3522","ENSG00000151882","NotSig","NM_001301873"
"3523","ENSG00000102524","NotSig","NM_001145645"
"3524","ENSG00000198585","NotSig","NM_001171905"
"3525","ENSG00000116604","NotSig","NM_001271629"
"3526","ENSG00000185379","NotSig","NM_001142571"
"3527","ENSG00000165060","NotSig","NM_000144"
"3528","ENSG00000112679","NotSig","NM_001286555"
"3529","ENSG00000165113","NotSig","NM_001135953"
"3530","ENSG00000158555","NotSig","NM_001351167"
"3531","ENSG00000085999","NotSig","NM_001142548"
"3532","ENSG00000186104","NotSig","NM_001377214"
"3533","ENSG00000274891","NotSig","NM_001321102"
"3534","ENSG00000100162","NotSig","NM_001002876"
"3535","ENSG00000018408","NotSig","NM_001168278"
"3536","ENSG00000197122","NotSig","NM_005417"
"3537","ENSG00000090565","NotSig","NM_001142272"
"3538","ENSG00000123159","NotSig","NM_005716"
"3539","ENSG00000174137","NotSig","NM_001013622"
"3540","ENSG00000108175","NotSig","NM_020338"
"3541","ENSG00000117791","NotSig","NM_001317338"
"3542","ENSG00000262788","NotSig","NM_001318391"
"3543","ENSG00000108298","NotSig","NM_000981"
"3544","ENSG00000119986","NotSig","NM_021732"
"3545","ENSG00000111816","NotSig","NM_002031"
"3546","ENSG00000111012","NotSig","NM_000785"
"3547","ENSG00000277060","NotSig","NM_001174081"
"3548","ENSG00000108239","NotSig","NM_015188"
"3549","ENSG00000119689","NotSig","NM_001244883"
"3550","ENSG00000054965","NotSig","NM_001286050"
"3551","ENSG00000136492","NotSig","NM_032043"
"3552","ENSG00000163220","NotSig","NM_002965"
"3553","ENSG00000159261","NotSig","NM_001146077"
"3554","ENSG00000129195","NotSig","NM_001195228"
"3555","ENSG00000149646","NotSig","NM_001207076"
"3556","ENSG00000125910","NotSig","NM_003775"
"3557","ENSG00000078269","NotSig","NM_001178088"
"3558","ENSG00000196839","NotSig","NM_000022"
"3559","ENSG00000185664","NotSig","NM_001200053"
"3560","ENSG00000143185","NotSig","NM_003175"
"3561","ENSG00000173212","NotSig","NM_152367"
"3562","ENSG00000166311","NotSig","NM_000543"
"3563","ENSG00000187479","NotSig","NM_001145033"
"3564","ENSG00000180185","NotSig","NM_001018104"
"3565","ENSG00000171174","NotSig","NM_001287580"
"3566","ENSG00000100439","NotSig","NM_001392009"
"3567","ENSG00000132600","NotSig","NM_001184824"
"3568","ENSG00000109805","NotSig","NM_022346"
"3569","ENSG00000182307","NotSig","NM_023080"
"3570","ENSG00000255398","NotSig","NM_006018"
"3571","ENSG00000263290","NotSig","NM_005698"
"3572","ENSG00000160469","NotSig","NM_032430"
"3573","ENSG00000072274","NotSig","NM_001128148"
"3574","ENSG00000149150","NotSig","NM_001198810"
"3575","ENSG00000109944","NotSig","NM_001363087"
"3576","ENSG00000087274","NotSig","NM_001119"
"3577","ENSG00000188171","NotSig","NM_001076675"
"3578","ENSG00000101197","NotSig","NM_022161"
"3579","ENSG00000078124","NotSig","NM_001300953"
"3580","ENSG00000119878","NotSig","NM_014171"
"3581","ENSG00000184867","NotSig","NM_001282231"
"3582","ENSG00000136240","NotSig","NM_001100603"
"3583","ENSG00000198157","NotSig","NM_030763"
"3584","ENSG00000270011","NotSig","NM_001172650"
"3585","ENSG00000256087","NotSig","NM_001322284"
"3586","ENSG00000275368","NotSig","NM_174910"
"3587","ENSG00000167779","NotSig","NM_002178"
"3588","ENSG00000229295","NotSig","NM_002121"
"3589","ENSG00000138587","NotSig","NM_018365"
"3590","ENSG00000143486","NotSig","NM_001201478"
"3591","ENSG00000205133","NotSig","NM_001171795"
"3592","ENSG00000123066","NotSig","NM_015335"
"3593","ENSG00000163703","NotSig","NM_001031717"
"3594","ENSG00000196296","NotSig","NM_001286075"
"3595","ENSG00000205670","NotSig","NM_001376899"
"3596","ENSG00000127074","NotSig","NM_002927"
"3597","ENSG00000243725","NotSig","NM_001291333"
"3598","ENSG00000133627","NotSig","NM_001040135"
"3599","ENSG00000189152","NotSig","NM_001129778"
"3600","ENSG00000120278","NotSig","NM_001029884"
"3601","ENSG00000092871","NotSig","NM_001017368"
"3602","ENSG00000196458","NotSig","NM_001164715"
"3603","ENSG00000185507","NotSig","NM_001572"
"3604","ENSG00000085274","NotSig","NM_001185118"
"3605","ENSG00000111057","NotSig","NM_000224"
"3606","ENSG00000101247","NotSig","NM_001039375"
"3607","ENSG00000175183","NotSig","NM_001300965"
"3608","ENSG00000173264","NotSig","NM_001170726"
"3609","ENSG00000175768","NotSig","NM_001001790"
"3610","ENSG00000105085","NotSig","NM_004831"
"3611","ENSG00000133812","NotSig","NM_001386339"
"3612","ENSG00000064989","NotSig","NM_001271751"
"3613","ENSG00000259332","NotSig","NM_001199760"
"3614","ENSG00000259803","NotSig","NM_001242757"
"3615","ENSG00000266714","NotSig","NM_001080847"
"3616","ENSG00000026751","NotSig","NM_001282588"
"3617","ENSG00000041357","NotSig","NM_001102667"
"3618","ENSG00000198342","NotSig","NM_001363774"
"3619","ENSG00000182108","NotSig","NM_014015"
"3620","ENSG00000277132","NotSig","NM_001076"
"3621","ENSG00000129351","NotSig","NM_001137673"
"3622","ENSG00000220749","NotSig","NR_026911"
"3623","ENSG00000086289","NotSig","NM_001242946"
"3624","ENSG00000137310","NotSig","NM_001077511"
"3625","ENSG00000276345","NotSig","NM_001400172"
"3626","ENSG00000025772","NotSig","NM_006809"
"3627","ENSG00000117322","NotSig","NM_001006658"
"3628","ENSG00000162819","NotSig","NM_001288579"
"3629","ENSG00000198673","NotSig","NM_178539"
"3630","ENSG00000240771","NotSig","NM_001111270"
"3631","ENSG00000106459","NotSig","NM_001040110"
"3632","ENSG00000168792","NotSig","NM_198147"
"3633","ENSG00000163794","NotSig","NM_003353"
"3634","ENSG00000221947","NotSig","NM_001011720"
"3635","ENSG00000104824","NotSig","NM_001005335"
"3636","ENSG00000203879","NotSig","NM_001493"
"3637","ENSG00000152128","NotSig","NM_030923"
"3638","ENSG00000106462","NotSig","NM_001203247"
"3639","ENSG00000277150","NotSig","NM_001007524"
"3640","ENSG00000158526","NotSig","NM_001346789"
"3641","ENSG00000133789","NotSig","NM_001297714"
"3642","ENSG00000185155","NotSig","NM_001282402"
"3643","ENSG00000166478","NotSig","NM_001282656"
"3644","ENSG00000108702","NotSig","NM_002981"
"3645","ENSG00000060558","NotSig","NM_002068"
"3646","ENSG00000196912","NotSig","NM_001353337"
"3647","ENSG00000240386","NotSig","NM_178354"
"3648","ENSG00000185222","NotSig","NM_001006612"
"3649","ENSG00000276082","NotSig","NM_014516"
"3650","ENSG00000112242","NotSig","NM_001243076"
"3651","ENSG00000160683","NotSig","NM_001716"
"3652","ENSG00000101347","NotSig","NM_001363729"
"3653","ENSG00000172661","NotSig","NM_001169106"
"3654","ENSG00000163132","NotSig","NM_002448"
"3655","ENSG00000175449","NotSig","NM_001131065"
"3656","ENSG00000101605","NotSig","NM_003803"
"3657","ENSG00000103995","NotSig","NM_001194998"
"3658","ENSG00000125551","NotSig","NM_002665"
"3659","ENSG00000127084","NotSig","NM_001083536"
"3660","ENSG00000143882","NotSig","NM_001039362"
"3661","ENSG00000143570","NotSig","NM_001271957"
"3662","ENSG00000196975","NotSig","NM_001153"
"3663","ENSG00000228672","NotSig","NM_001161546"
"3664","ENSG00000135250","NotSig","NM_001278273"
"3665","ENSG00000122406","NotSig","NM_000969"
"3666","ENSG00000148158","NotSig","NM_001012994"
"3667","ENSG00000082996","NotSig","NM_001378285"
"3668","ENSG00000119673","NotSig","NM_001364177"
"3669","ENSG00000125434","NotSig","NM_001320870"
"3670","ENSG00000143217","NotSig","NM_030916"
"3671","ENSG00000225989","NotSig","NM_001025091"
"3672","ENSG00000215218","NotSig","NM_001145161"
"3673","ENSG00000142065","NotSig","NM_001297619"
"3674","ENSG00000260386","NotSig","NR_034112"
"3675","ENSG00000111344","NotSig","NM_001193520"
"3676","ENSG00000178445","NotSig","NM_000170"
"3677","ENSG00000169122","NotSig","NM_001377989"
"3678","ENSG00000171388","NotSig","NM_017413"
"3679","ENSG00000281244","NotSig","NM_139025"
